ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band	gene_biotype
ENSG00000020426	MNAT1	14	61201480	61436671	q23.1	protein_coding
ENSG00000153898	MCOLN2	1	85391268	85462796	p22.3	protein_coding
ENSG00000235135	HCG23	HSCHR6_MHC_APD	32369260	32372436		processed_transcript
ENSG00000138231	DBR1	3	137879854	137893791	q22.3	protein_coding
ENSG00000213445	SIPA1	11	65405568	65418401	q13.1	protein_coding
ENSG00000162782	TDRD5	1	179560748	179660407	q25.2	protein_coding
ENSG00000227384	HLA-DRB9	HSCHR6_MHC_APD	32438582	32452263		pseudogene
ENSG00000237577		HSCHR6_MHC_APD	32670372	32671202		processed_transcript
ENSG00000186235		2	239133193	239140318	q37.3	protein_coding
ENSG00000047597	XK	X	37545012	37591383	p21.1	protein_coding
ENSG00000226343	HLA-DQB3	HSCHR6_MHC_APD	32683098	32684035		pseudogene
ENSG00000223520	GLYCAM1	12	55001971	55004246	q13.2	protein_coding
ENSG00000233089		HSCHR6_MHC_APD	32795470	32797879		processed_transcript
ENSG00000198488	B3GNT6	11	76745385	76753096	q13.5	protein_coding
ENSG00000144366	GULP1	2	189156396	189460653	q32.1	protein_coding
ENSG00000182670	TTC3	21	38445526	38575413	q22.13	protein_coding
ENSG00000176771	NCKAP5	2	133429373	134326034	q21.2	protein_coding
ENSG00000145642	FAM159B	5	63986135	64013917	q12.3	protein_coding
ENSG00000112249	ASCC3	6	100956070	101329248	q16.3	protein_coding
ENSG00000156504	FAM122B	X	133903596	133931217	q26.3	protein_coding
ENSG00000113532	ST8SIA4	5	100145357	100238970	q21.1	protein_coding
ENSG00000135413	LACRT	12	55024597	55028679	q13.2	protein_coding
ENSG00000213741	RPS29	14	50043390	50053094	q21.3	protein_coding
ENSG00000086696	HSD17B2	16	82068866	82132139	q23.3	protein_coding
ENSG00000204219	TCEA3	1	23706923	23751261	p36.12	protein_coding
ENSG00000165168	CYBB	X	37639264	37672714	p11.4	protein_coding
ENSG00000143340	FAM163A	1	179712298	179785333	q25.2	protein_coding
ENSG00000206187		15	26147507	26298267	q12	protein_coding
ENSG00000234642	PPP1R2P1	HSCHR6_MHC_APD	32830521	32831197		processed_transcript
ENSG00000110777	POU2AF1	11	111222977	111326355	q23.1	protein_coding
ENSG00000042832	TG	8	133879203	134147147	q24.22	protein_coding
ENSG00000159842	ABR	17	906758	1083131	p13.3	protein_coding
ENSG00000163636	PSMD6	3	63996225	64009511	p14.1	protein_coding
ENSG00000237334	HLA-Z	HSCHR6_MHC_APD	32847757	32847831		pseudogene
ENSG00000166206	GABRB3	15	26788693	27018924	q12	protein_coding
ENSG00000231580	RPL32P1	HSCHR6_MHC_APD	33030638	33031047		pseudogene
ENSG00000164168	TMEM184C	4	148538534	148593195	q31.23	protein_coding
ENSG00000212648		17	58355297	58356702	q23.2	protein_coding
ENSG00000169905	TOR1AIP2	1	179809102	179846938	q25.2	protein_coding
ENSG00000162643	WDR63	1	85464830	85598821	p22.3	protein_coding
ENSG00000234260	HLA-DPA2	HSCHR6_MHC_APD	33042924	33048466		pseudogene
ENSG00000174780	SRP72	4	57333081	57369839	q12	protein_coding
ENSG00000184902		14	61246696	61247086	q23.1	protein_coding
ENSG00000141510	TP53	17	7565257	7590856	p13.1	protein_coding
ENSG00000141371	C17orf64	17	58469790	58508786	q23.2	protein_coding
ENSG00000126814	TRMT5	14	61438173	61447782	q23.1	protein_coding
ENSG00000079557	AFM	4	74347400	74369691	q13.3	protein_coding
ENSG00000206478	IER3	HSCHR6_MHC_QBL	30700508	30701863		protein_coding
ENSG00000186297	GABRA5	15	27112058	27194349	q12	protein_coding
ENSG00000173930	SLCO4C1	5	101569690	101632253	q21.1	protein_coding
ENSG00000215712	C6orf35	6	157712662	157744633	q25.3	protein_coding
ENSG00000165501	PPIL5	14	50065415	50081390	q21.3	protein_coding
ENSG00000005469	CROT	7	86974997	87029111	q21.12	protein_coding
ENSG00000198336	MYL4	17	45286428	45301045	q21.32	protein_coding
ENSG00000227577	COL11A2P	HSCHR6_MHC_APD	33054938	33058474		pseudogene
ENSG00000049656	CLPTM1L	5	1317859	1345214	p15.33	protein_coding
ENSG00000144485	HES6	2	239146908	239149303	q37.3	protein_coding
ENSG00000106571	GLI3	7	42000548	42277469	p14.1	protein_coding
ENSG00000143337	TOR1AIP1	1	179851177	179890583	q25.2	protein_coding
ENSG00000231895	HLA-DPA3	HSCHR6_MHC_APD	33082356	33082482		pseudogene
ENSG00000217281	LYPLA2P1	HSCHR6_MHC_APD	33316721	33317416		pseudogene
ENSG00000096696	DSP	6	7541808	7586950	p24.3	protein_coding
ENSG00000215522	DDR1	HSCHR6_MHC_QBL	30838342	30857525		protein_coding
ENSG00000164265	SCGB3A2	5	147250245	147261754	q32	protein_coding
ENSG00000159840	ZYX	7	143078173	143088204	q34	protein_coding
ENSG00000005102	MEOX1	17	41717770	41739262	q21.31	protein_coding
ENSG00000164970	C9orf25	9	34398182	34458568	p13.3	protein_coding
ENSG00000230143	FLOT1	HSCHR6_MHC_SSTO	30686935	30701969		protein_coding
ENSG00000158089	GALNT14	2	31133333	31378068	p23.1	protein_coding
ENSG00000123975	CKS2	9	91926113	91931618	q22.2	protein_coding
ENSG00000167657	DAPK3	19	3958452	3969826	p13.3	protein_coding
ENSG00000140743	CDR2	16	22357257	22385938	p12.2	protein_coding
ENSG00000165091	TMC1	9	75136717	75451267	q21.13	protein_coding
ENSG00000174325	DIRC1	2	189598882	189654831	q32.2	protein_coding
ENSG00000179091	CYC1	8	145149930	145152428	q24.3	protein_coding
ENSG00000168542	COL3A1	2	189839046	189877472	q32.2	protein_coding
ENSG00000147065	MSN	X	64887537	64961791	q12	protein_coding
ENSG00000010379	SLC6A13	12	329788	372002	p13.33	protein_coding
ENSG00000204172	AGAP10	10	47191778	47243474	q11.22	protein_coding
ENSG00000135698	MPHOSPH6	16	82181767	82203831	q23.3	protein_coding
ENSG00000173020	ADRBK1	11	67033881	67054027	q13.2	protein_coding
ENSG00000138134	STAMBPL1	10	90639491	90734910	q23.31	protein_coding
ENSG00000114098	ARMC8	3	137906109	138017231	q22.3	protein_coding
ENSG00000135127	CCDC64	12	120427648	120532299	q24.23	protein_coding
ENSG00000088280	ASAP3	1	23755055	23810750	p36.12	protein_coding
ENSG00000188666		19	54104554	54106753	q13.42	protein_coding
ENSG00000140945	CDH13	16	82882260	83830204	q23.3	protein_coding
ENSG00000109685	WHSC1	4	1873151	1983934	p16.3	protein_coding
ENSG00000055732	MCOLN3	1	85483765	85514182	p22.3	protein_coding
ENSG00000158373	HIST1H2BD	6	26158374	26171577	p22.2	protein_coding
ENSG00000147251	DOCK11	X	117629861	117820126	q24	protein_coding
ENSG00000125816	NKX2-4	20	21376005	21378047	p11.22	protein_coding
ENSG00000188107	EYS	6	64429876	66417118	q12	protein_coding
ENSG00000204595	DPRX	19	54135310	54140263	q13.42	protein_coding
ENSG00000180917	FTSJD1	16	71316203	71323512	q22.2	protein_coding
ENSG00000232297	RRN3P3	16	22430866	22449036	p12.2	protein_coding
ENSG00000255093		11	111322064	111328876	q23.1	protein_coding
ENSG00000197697	HIST1H2BE	6	26183958	26184454	p22.2	protein_coding
ENSG00000125820	NKX2-2	20	21491648	21494699	p11.22	protein_coding
ENSG00000137707	BTG4	11	111338251	111383079	q23.1	protein_coding
ENSG00000173567	GPR113	2	26531041	26569685	p23.3	protein_coding
ENSG00000142405	NLRP12	19	54296857	54327648	q13.42	protein_coding
ENSG00000137767	SQRDL	15	45927001	45983492	q21.1	protein_coding
ENSG00000172497	ACOT12	5	80625824	80689998	q14.1	protein_coding
ENSG00000099901	RANBP1	22	20103461	20114878	q11.21	protein_coding
ENSG00000125813	PAX1	20	21686297	21696620	p11.22	protein_coding
ENSG00000027644	INSRR	1	156809855	156828810	q23.1	protein_coding
ENSG00000178343	SHISA3	4	42399856	42404504	p13	protein_coding
ENSG00000167658	EEF2	19	3976055	3985461	p13.3	protein_coding
ENSG00000178776	C5orf46	5	147260289	147286101	q32	protein_coding
ENSG00000124406	ATP8A1	4	42410390	42659122	p13	protein_coding
ENSG00000099834	CDHR5	11	616575	626078	p15.5	protein_coding
ENSG00000162877	PM20D1	1	205797150	205819260	q32.1	protein_coding
ENSG00000167941	SOST	17	41831103	41836156	q21.31	protein_coding
ENSG00000175048	ZDHHC14	6	157802165	158099178	q25.3	protein_coding
ENSG00000196576	PLXNB2	22	50713408	50746056	q13.33	protein_coding
ENSG00000072315	TRPC5	X	111017543	111326004	q23	protein_coding
ENSG00000179526	SHARPIN	8	145153536	145163027	q24.3	protein_coding
ENSG00000073614	KDM5A	12	389223	498620	p13.33	protein_coding
ENSG00000139974	SLC38A6	14	61447880	61550450	q23.1	protein_coding
ENSG00000097096	SYDE2	1	85622556	85666729	p22.3	protein_coding
ENSG00000108861	DUSP3	17	41843490	41856368	q21.31	protein_coding
ENSG00000125798	FOXA2	20	22561643	22566101	p11.21	protein_coding
ENSG00000204262	COL5A2	2	189896622	190044605	q32.2	protein_coding
ENSG00000066135	KDM4A	1	44115797	44171188	p34.1	protein_coding
ENSG00000124787	RPP40	6	4994966	5004297	p25.1	protein_coding
ENSG00000166938	DIS3L	15	66585555	66626236	q22.31	protein_coding
ENSG00000156711	MAPK13	6	36095586	36107842	p21.31	protein_coding
ENSG00000149260	CAPN5	11	76777979	76837201	q13.5	protein_coding
ENSG00000167553	TUBA1C	12	49658865	49667116	q13.12	protein_coding
ENSG00000107796	ACTA2	10	90694831	90751147	q23.31	protein_coding
ENSG00000137573	SULF1	8	70378859	70573150	q13.2	protein_coding
ENSG00000162642	C1orf52	1	85715639	85725355	p22.3	protein_coding
ENSG00000158417	EIF5B	2	99953816	100016728	q11.2	protein_coding
ENSG00000173039	RELA	11	65421067	65430565	q13.1	protein_coding
ENSG00000117971	CHRNB4	15	78916461	78933587	q25.1	protein_coding
ENSG00000179820	MYADM	19	54369477	54379691	q13.42	protein_coding
ENSG00000139617		13	33006554	33054775	q13.1	protein_coding
ENSG00000183644	C11orf88	11	111385510	111407756	q23.1	protein_coding
ENSG00000224199		1	13196270	13199067	p36.21	pseudogene
ENSG00000056345	ITGB3	17	45331208	45390077	q21.32	protein_coding
ENSG00000233394		1	13351482	13354323	p36.21	pseudogene
ENSG00000142867	BCL10	1	85731464	85743771	p22.3	protein_coding
ENSG00000212884		GL000205.1	117169	119085		protein_coding
ENSG00000231219		1	13379149	13381237	p36.21	pseudogene
ENSG00000132326	PER2	2	239152679	239198743	q37.3	protein_coding
ENSG00000132434	LANCL2	7	55433141	55501435	p11.2	protein_coding
ENSG00000235800		1	13385417	13385903	p36.21	processed_transcript
ENSG00000182256	GABRG3	15	27216429	27778373	q12	protein_coding
ENSG00000237700		1	13411551	13414482	p36.21	pseudogene
ENSG00000152127	MGAT5	2	134877554	135212192	q21.2	protein_coding
ENSG00000228229		1	13429634	13430107	p36.21	processed_transcript
ENSG00000215705		GL000205.1	122920	123169		pseudogene
ENSG00000224154		16	22448134	22791208	p12.2	protein_coding
ENSG00000235030	IER3	HSCHR6_MHC_SSTO	30702435	30703790		protein_coding
ENSG00000205899	BHLHA9	17	1173853	1174754	p13.3	protein_coding
ENSG00000204485		1	13607431	13611550	p36.21	pseudogene
ENSG00000243716		16	22524843	22547842	p12.2	protein_coding
ENSG00000184811	TUSC5	17	1182957	1204281	p13.3	protein_coding
ENSG00000135945	REV1	2	100016938	100106497	q11.2	protein_coding
ENSG00000187823	ZCCHC16	X	111697727	111700473	q23	protein_coding
ENSG00000104044	OCA2	15	28000021	28344504	q13.1	protein_coding
ENSG00000131773	KHDRBS3	8	136469700	136668965	q24.23	protein_coding
ENSG00000126091	ST3GAL3	1	44171495	44396831	p34.1	protein_coding
ENSG00000108953	YWHAE	17	1247566	1303505	p13.3	protein_coding
ENSG00000224581		1	13632348	13635279	p36.21	pseudogene
ENSG00000204381	LAYN	11	111411005	111432264	q23.1	protein_coding
ENSG00000182508	LHFPL1	X	111873876	111923282	q23	protein_coding
ENSG00000067715	SYT1	12	79257773	79845787	q21.2	protein_coding
ENSG00000234674	TCF19	HSCHR6_MHC_SSTO	31120397	31126071		protein_coding
ENSG00000005471	ABCB4	7	87031013	87109751	q21.12	protein_coding
ENSG00000126016	AMOT	X	112017731	112084043	q23	protein_coding
ENSG00000186807	ANXA8L2	10	47746936	47763041	q11.22	protein_coding
ENSG00000139154	AEBP2	12	19592608	19675173	p12.3	protein_coding
ENSG00000133710	SPINK5	5	147405246	147516925	q32	protein_coding
ENSG00000163637	PRICKLE2	3	64079543	64253655	p14.1	protein_coding
ENSG00000137872	SEMA6D	15	48010686	48066417	q21.1	protein_coding
ENSG00000106588	PSMA2	7	42948872	42971822	p14.1	protein_coding
ENSG00000153904	DDAH1	1	85784168	86043933	p22.3	protein_coding
ENSG00000182372	CLN8	8	1703944	1734738	p23.3	protein_coding
ENSG00000100138	NHP2L1	22	42069934	42086508	q13.2	protein_coding
ENSG00000213132		3	187896943	187897989	q27.3	protein_coding
ENSG00000085514	PILRA	7	99965153	99997719	q22.1	protein_coding
ENSG00000154978	VOPP1	7	55503749	55640681	p11.2	protein_coding
ENSG00000237582	POU5F1	HSCHR6_MHC_SSTO	31126193	31132565		protein_coding
ENSG00000236479		3	187898105	187898356	q27.3	protein_coding
ENSG00000126583	PRKCG	19	54382444	54410906	q13.42	protein_coding
ENSG00000062725	APPBP2	17	58520520	58603580	q23.2	protein_coding
ENSG00000188001	TPRG1	3	188665003	189043093	q28	protein_coding
ENSG00000187742	SECISBP2	9	91933421	91974557	q22.2	protein_coding
ENSG00000115368	WDR75	2	190306159	190340291	q32.2	protein_coding
ENSG00000165948	IFI27L1	14	94547639	94569059	q32.12	protein_coding
ENSG00000172932	ANKRD13D	11	67056018	67069956	q13.2	protein_coding
ENSG00000236652		1	13650431	13650910	p36.21	processed_transcript
ENSG00000158470	B4GALT5	20	48249482	48330415	q13.13	protein_coding
ENSG00000204104	TRAF3IP1	2	239229082	239309541	q37.3	protein_coding
ENSG00000234957		HSCHR6_MHC_QBL	32368144	32368342		protein_coding
ENSG00000229350		1	13839715	13842765	p36.21	processed_transcript
ENSG00000196101	HLA-DRB3	HSCHR6_MHC_QBL	32417557	32430644		protein_coding
ENSG00000169957	ZNF768	16	30535325	30537917	p11.2	protein_coding
ENSG00000105229	PIAS4	19	4007748	4039383	p13.3	protein_coding
ENSG00000215909		1	13881496	13882194	p36.21	pseudogene
ENSG00000244754	N4BP2L2	13	33006924	33112970	q13.1	protein_coding
ENSG00000187800	PEAR1	1	156863490	156886226	q23.1	protein_coding
ENSG00000142871	CYR61	1	86046444	86049645	p22.3	protein_coding
ENSG00000237445		1	13983806	13987033	p36.21	processed_transcript
ENSG00000168566	SNRNP48	6	7590432	7612091	p24.3	protein_coding
ENSG00000227612		1	14104760	14105625	p36.21	processed_transcript
ENSG00000171314	PGAM1	10	99185917	99193198	q24.1	protein_coding
ENSG00000115325	DOK1	2	74776153	74784681	p13.1	protein_coding
ENSG00000169955	ZNF747	16	30541688	30546239	p11.2	protein_coding
ENSG00000170836	PPM1D	17	58677554	58742036	q23.2	protein_coding
ENSG00000231606		1	14548386	14549613	p36.21	processed_transcript
ENSG00000234593		1	14675450	14677518	p36.21	processed_transcript
ENSG00000206306	HLA-DRB1	HSCHR6_MHC_QBL	32480580	32511820		protein_coding
ENSG00000135837	CEP350	1	179923873	180084015	q25.2	protein_coding
ENSG00000235829		1	15018625	15019109	p36.21	pseudogene
ENSG00000100209	HSCB	22	29138019	29153503	q12.1	protein_coding
ENSG00000175147	C1orf126	1	15442448	15478960	p36.21	processed_transcript
ENSG00000186862	PDZD7	10	102767567	102790890	q24.31	protein_coding
ENSG00000249751	ECSCR	5	138784245	138842328	q31.2	protein_coding
ENSG00000165949	IFI27	14	94577079	94583033	q32.12	protein_coding
ENSG00000215720		1	15518315	15519341	p36.21	pseudogene
ENSG00000135272	MDFIC	7	114562209	114659256	q31.1	protein_coding
ENSG00000138018	EPT1	2	26531415	26618759	p23.3	protein_coding
ENSG00000163638	ADAMTS9	3	64501333	64673676	p14.1	protein_coding
ENSG00000233485		1	15653176	15670372	p36.21	processed_transcript
ENSG00000236840		5	138852111	138852506	q31.2	protein_coding
ENSG00000152128	TMEM163	2	135213330	135476570	q21.3	protein_coding
ENSG00000236045		1	15660662	15661960	p36.21	processed_transcript
ENSG00000184584	TMEM173	5	138855119	138862520	q31.2	protein_coding
ENSG00000105605	CACNG7	19	54412589	54447195	q13.42	protein_coding
ENSG00000228140		1	15729475	15735929	p36.21	processed_transcript
ENSG00000115310	RTN4	2	55199325	55339757	p16.1	protein_coding
ENSG00000206435	HLA-C	HSCHR6_MHC_SSTO	31229147	31232539		protein_coding
ENSG00000237301		1	15912631	15930121	p36.21	processed_transcript
ENSG00000108479	GALK1	17	73754018	73761307	q25.1	protein_coding
ENSG00000254550	OMP	11	76813886	76814377	q13.5	protein_coding
ENSG00000235796		12	79952559	79952951	q21.2	protein_coding
ENSG00000117174	ZNHIT6	1	86118491	86174101	p22.3	protein_coding
ENSG00000235084		1	15931086	15931538	p36.21	pseudogene
ENSG00000007968	E2F2	1	23832922	23857712	p36.12	protein_coding
ENSG00000137474	MYO7A	11	76839310	76926284	q13.5	protein_coding
ENSG00000177425	PAWR	12	79985747	80084790	q21.2	protein_coding
ENSG00000122254	HS3ST2	16	22825498	22927659	p12.2	protein_coding
ENSG00000231256	C17orf105	17	41857828	41864966	q21.31	protein_coding
ENSG00000227130		1	205858663	205861612	q32.1	protein_coding
ENSG00000153162	BMP6	6	7727030	7881655	p24.3	protein_coding
ENSG00000169951	ZNF764	16	30565085	30569674	p11.2	protein_coding
ENSG00000078487	ZCWPW1	7	99998449	100026615	q22.1	protein_coding
ENSG00000142408	CACNG8	19	54466294	54493469	q13.42	protein_coding
ENSG00000130340	SNX9	6	158244296	158366109	q25.3	protein_coding
ENSG00000117318	ID3	1	23884409	23886285	p36.12	protein_coding
ENSG00000174502	SLC26A9	1	205882176	205912588	q32.1	protein_coding
ENSG00000138449	SLC40A1	2	190425305	190448484	q32.2	protein_coding
ENSG00000169435	RASSF6	4	74437267	74486348	q13.3	protein_coding
ENSG00000103404	USP31	16	23072727	23160591	p12.2	protein_coding
ENSG00000104728	ARHGEF10	8	1772142	1906807	p23.3	protein_coding
ENSG00000111737	RAB35	12	120532899	120554599	q24.23	protein_coding
ENSG00000105967	TFEC	7	115575202	115799950	q31.2	protein_coding
ENSG00000102921	N4BP1	16	48572639	48644120	q12.1	protein_coding
ENSG00000175764	TTLL11	9	124584207	124855885	q33.2	protein_coding
ENSG00000236500		1	15941138	15941362	p36.21	pseudogene
ENSG00000101473	ACOT8	20	44470360	44486045	q13.12	protein_coding
ENSG00000197880	MDS2	1	23907985	23967058	p36.11	protein_coding
ENSG00000136197	C7orf25	7	42948872	42951904	p14.1	protein_coding
ENSG00000237938		1	16049214	16063391	p36.21	processed_transcript
ENSG00000130433	CACNG6	19	54495542	54515923	q13.42	protein_coding
ENSG00000138346	DNA2	10	70173821	70231879	q21.3	protein_coding
ENSG00000171502	COL24A1	1	86194916	86622626	p22.3	protein_coding
ENSG00000224459		1	16066546	16076391	p36.21	processed_transcript
ENSG00000224321		1	16119291	16119780	p36.21	pseudogene
ENSG00000164169	PRMT10	4	148558936	148605381	q31.23	protein_coding
ENSG00000183955	SETD8	12	123868320	123893905	q24.31	protein_coding
ENSG00000233954		1	16133869	16134144	p36.21	pseudogene
ENSG00000065802	ASB1	2	239335383	239360891	q37.3	protein_coding
ENSG00000178715		1	16154727	16155164	p36.21	pseudogene
ENSG00000179743		1	16160974	16174642	p36.21	processed_transcript
ENSG00000233041	PHGR1	15	40643234	40648504	q15.1	protein_coding
ENSG00000160838	C1orf92	1	156890442	156902886	q23.1	protein_coding
ENSG00000058272	PPP1R12A	12	80167343	80329235	q21.31	protein_coding
ENSG00000140323	DISP2	15	40650436	40663257	q15.1	protein_coding
ENSG00000189068	VSTM1	19	54544079	54567207	q13.42	protein_coding
ENSG00000219607	PPP1R3G	6	5085720	5087455	p25.1	protein_coding
ENSG00000215033		10	47768351	47770843	q11.22	protein_coding
ENSG00000178951	ZBTB7A	19	4045217	4066816	p13.3	protein_coding
ENSG00000182776		X	51793956	51797351	p11.22	protein_coding
ENSG00000128944	C15orf23	15	40674922	40686488	q15.1	protein_coding
ENSG00000205359	SLCO6A1	5	101707486	101834720	q21.1	protein_coding
ENSG00000134072	CAMK1	3	9799026	9811676	p25.3	protein_coding
ENSG00000165502	RPL36AL	14	50085407	50087361	q21.3	protein_coding
ENSG00000152726	FAM21B	10	47894023	47949417	q11.22	protein_coding
ENSG00000205873		8	12294626	12424423	p23.1	protein_coding
ENSG00000096070	BRPF3	6	36164521	36200567	p21.31	protein_coding
ENSG00000161647	MPP3	17	41878167	41910538	q21.31	protein_coding
ENSG00000187243	MAGED4B	X	51804923	51812368	p11.22	protein_coding
ENSG00000142676	RPL11	1	24018269	24022915	p36.11	protein_coding
ENSG00000159322	ADPGK	15	73043636	73076126	q24.1	protein_coding
ENSG00000170145	SIK2	11	111473115	111601577	q23.1	protein_coding
ENSG00000135406	PRPH	12	49687485	49692465	q13.12	protein_coding
ENSG00000178852	C17orf57	17	45400656	45518678	q21.32	protein_coding
ENSG00000151552	QDPR	4	17461884	17513857	p15.32	protein_coding
ENSG00000120647	CCDC77	12	498516	551811	p13.33	protein_coding
ENSG00000221974	GTF2H4	HSCHR6_MHC_QBL	30865549	30871471		protein_coding
ENSG00000154997	SEPT14	7	55861237	55930482	p11.2	protein_coding
ENSG00000159374	C2orf65	2	74785010	74875465	p13.1	protein_coding
ENSG00000138381	ASNSD1	2	190526146	190535557	q32.2	protein_coding
ENSG00000163611	SPICE1	3	113161565	113234034	q13.2	protein_coding
ENSG00000153086	ACMSD	2	135596117	135659604	q21.3	protein_coding
ENSG00000248385	TARM1	19	54573257	54584609	q13.42	protein_coding
ENSG00000144218	AFF3	2	100163718	100759201	q11.2	protein_coding
ENSG00000126934	MAP2K2	19	4090319	4124126	p13.3	protein_coding
ENSG00000011007	TCEB3	1	24069645	24088549	p36.11	protein_coding
ENSG00000172137	CALB2	16	71392619	71424341	q22.2	protein_coding
ENSG00000170909	OSCAR	19	54597933	54606000	q13.42	protein_coding
ENSG00000125861	GFRA4	20	3639939	3644046	p13	protein_coding
ENSG00000106991	ENG	9	130577291	130617035	q34.11	protein_coding
ENSG00000172572	PDE3A	12	20522197	20833881	p12.2	protein_coding
ENSG00000249773		7	55954970	56022932	p11.2	protein_coding
ENSG00000122417	ODF2L	1	86808753	86862023	p22.3	protein_coding
ENSG00000151687	ANKAR	2	190539016	190625919	q32.2	protein_coding
ENSG00000151276	MAGI1	3	65339200	66024509	p14.1	protein_coding
ENSG00000249581	CLRN2	4	17516788	17528727	p15.32	protein_coding
ENSG00000170289	CNGB3	8	87566205	87755903	q21.3	protein_coding
ENSG00000214113	LYRM4	6	5108653	5261172	p25.1	protein_coding
ENSG00000135622	SEMA4F	2	74881355	74909186	p13.1	protein_coding
ENSG00000099904	ZDHHC8	22	20116979	20137016	q11.21	protein_coding
ENSG00000154359	LONRF1	8	12579403	12613582	p23.1	protein_coding
ENSG00000234607		1	16296124	16296691	p36.13	pseudogene
ENSG00000100139	MICALL1	22	38301664	38338829	q13.1	protein_coding
ENSG00000132694	ARHGEF11	1	156904632	157015162	q23.1	protein_coding
ENSG00000233608	TWIST2	2	239756673	239795893	q37.3	protein_coding
ENSG00000231353		1	16314677	16314936	p36.13	pseudogene
ENSG00000224966		1	16316366	16321246	p36.13	pseudogene
ENSG00000229809	ZNF688	16	30581028	30584055	p11.2	protein_coding
ENSG00000089154	GCN1L1	12	120565016	120632513	q24.23	protein_coding
ENSG00000197818	SLC9A8	20	48429250	48508779	q13.13	protein_coding
ENSG00000102924	CBLN1	16	49312435	49315742	q12.1	protein_coding
ENSG00000117407	ARTN	1	44398992	44402913	p34.1	protein_coding
ENSG00000068024	HDAC4	2	239969864	240323348	q37.3	protein_coding
ENSG00000073282	TP63	3	189349205	189615068	q28	protein_coding
ENSG00000233078		1	16332655	16333166	p36.13	processed_transcript
ENSG00000232456		1	16361673	16366524	p36.13	pseudogene
ENSG00000101337	TM9SF4	20	30697309	30755061	q11.21	protein_coding
ENSG00000227959		1	16481706	16483824	p36.13	processed_transcript
ENSG00000184208	C22orf46	22	42084943	42094140	q13.2	protein_coding
ENSG00000184209	SNRNP35	12	123891703	123956909	q24.31	protein_coding
ENSG00000132671	SSTR4	20	23016057	23017314	p11.21	protein_coding
ENSG00000224621		1	16485761	16488378	p36.13	processed_transcript
ENSG00000072858	SIDT1	3	113251143	113348425	q13.2	protein_coding
ENSG00000167193	CRK	17	1323983	1359552	p13.3	protein_coding
ENSG00000234166		1	16524349	16524852	p36.13	processed_transcript
ENSG00000233929	MT1XP1	1	16567708	16567893	p36.13	pseudogene
ENSG00000167077	MEI1	22	42095503	42195460	q13.2	protein_coding
ENSG00000070031	SCT	11	626431	627143	p15.5	protein_coding
ENSG00000226457		1	16695645	16696025	p36.13	pseudogene
ENSG00000066455	GOLGA5	14	93260650	93306304	q32.12	protein_coding
ENSG00000168282	MGAT2	14	50087489	50090198	q21.3	protein_coding
ENSG00000215211		11	627013	637413	p15.5	protein_coding
ENSG00000226029		1	16787443	16794976	p36.13	processed_transcript
ENSG00000080947	CROCCP3	1	16793931	16819196	p36.13	pseudogene
ENSG00000170906	NDUFA3	19	54606036	54614898	q13.42	protein_coding
ENSG00000197879	MYO1C	17	1367480	1395995	p13.3	protein_coding
ENSG00000109511	ANXA10	4	169013666	169108893	q32.3	protein_coding
ENSG00000083642	PDS5B	13	33160564	33352157	q13.1	protein_coding
ENSG00000069696	DRD4	11	637293	640706	p15.5	protein_coding
ENSG00000159873	CCDC117	22	29168662	29185283	q12.1	protein_coding
ENSG00000137713	PPP2R1B	11	111597632	111637169	q23.1	protein_coding
ENSG00000141376	BCAS3	17	58755216	59470191	q23.2	protein_coding
ENSG00000157856	C2orf39	2	26624784	26679579	p23.3	protein_coding
ENSG00000239264	TXNDC5	6	7881750	7911047	p24.3	protein_coding
ENSG00000165506	C14orf104	14	50091892	50101948	q21.3	protein_coding
ENSG00000117408	IPO13	1	44412611	44433694	p34.1	protein_coding
ENSG00000206476		HSCHR6_MHC_QBL	30865607	30883835		protein_coding
ENSG00000196503	ARL9	4	57371375	57390058	q12	protein_coding
ENSG00000146834	MEPCE	7	100026413	100031741	q22.1	protein_coding
ENSG00000177030	DEAF1	11	644225	706715	p15.5	protein_coding
ENSG00000169062	UPF3A	13	115047059	115071283	q34	protein_coding
ENSG00000224174		1	16847189	16848303	p36.13	processed_transcript
ENSG00000171476	HOPX	4	57514155	57547872	q12	protein_coding
ENSG00000103326	SOLH	16	577856	604636	p13.3	protein_coding
ENSG00000241374		1	16859035	16861505	p36.13	processed_transcript
ENSG00000233421		1	16860381	16862144	p36.13	processed_transcript
ENSG00000071205	ARHGAP10	4	148653214	148993931	q31.23	protein_coding
ENSG00000176571	CNBD1	8	87878670	88627447	q21.3	protein_coding
ENSG00000225710		1	16875146	16879026	p36.13	pseudogene
ENSG00000219481	NBPF1	1	16888818	16940083	p36.13	processed_transcript
ENSG00000148841	ITPRIP	10	106071894	106098162	q25.1	protein_coding
ENSG00000213186	TRIM59	3	160153291	160203561	q25.33	protein_coding
ENSG00000147724	FAM135B	8	139142266	139509065	q24.23	protein_coding
ENSG00000164418	GRIK2	6	101846664	102517958	q16.3	protein_coding
ENSG00000197162	ZNF785	16	30590294	30597092	p11.2	protein_coding
ENSG00000163938	GNL3	3	52715172	52728508	p21.1	protein_coding
ENSG00000145982	FARS2	6	5261584	5771816	p25.1	protein_coding
